Date,Time,Pre_GC90,Pre_GC150,Pre_Outflow,Post_GC90,Post_GC150,Post_Outflow,Obs
4-Aug-22,9:05,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:10,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:15,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,9:20,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:25,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:30,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:35,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,9:40,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:45,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:50,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:55,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:00,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,10:05,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:10,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:15,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:20,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,10:25,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,10:30,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:35,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:40,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,10:45,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,10:50,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,10:55,0,62.1,62.1,0,62.1,62.1,81
4-Aug-22,11:00,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,11:05,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,11:10,0,62.1,62.1,0,62.1,62.1,81
4-Aug-22,11:15,0,62.1,62.1,0,62.1,62.1,81
4-Aug-22,11:20,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,11:25,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,11:30,0,62.1,62.1,0,62.1,62.1,78.2
4-Aug-22,11:35,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,11:40,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,11:45,0,62.1,62.1,0,62.1,62.1,78.2
4-Aug-22,11:50,0,62.1,62.1,0,62.1,62.1,78.2
4-Aug-22,11:55,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,12:00,0,62.1,62.1,0,62.1,62.1,80.1
4-Aug-22,12:05,0,62.1,62.1,0,62.1,62.1,81
4-Aug-22,12:10,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,12:15,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,12:20,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,12:25,0,62.1,62.1,0,62.1,62.1,78.2
4-Aug-22,12:30,0,62.1,62.1,0,62.1,62.1,78.2
4-Aug-22,12:35,0,62.1,62.1,0,62.1,62.1,79.1
4-Aug-22,12:40,0,62.1,62.1,0,62.1,62.1,77.2
4-Aug-22,12:45,0,62.1,62.1,0,62.1,62.1,77.2
4-Aug-22,12:50,0,62.1,62.1,0,62.1,62.1,76.3
4-Aug-22,12:55,0,62.1,62.1,0,62.1,62.1,75.4
4-Aug-22,13:00,0,62.1,62.1,0,62.1,62.1,74.4
4-Aug-22,13:05,0,62.1,62.1,0,62.1,62.1,72.6
4-Aug-22,13:10,0,62.1,62.1,0,62.1,62.1,72.6
